,Section,Class NBR,Instructor Name,A,B,C,D,F,AU,P,NG,W,I,IP,Pending,Total,Raw,Average,Median,Mode,σ,Semester,Classes
GLG 100,801,5640,"Koehler,Peter Andrew",13,5,2,0,0,0,0,0,2,0,0,0,22,3.55,4.0,4,0.6863327411532597,,Fall 2005,GLG 100
GLG 100L,801,5641,"Koehler,Peter Andrew",12,8,1,0,0,0,0,0,1,0,0,0,22,3.524,4,4,0.6015852075182383,,Fall 2005,GLG 100L
GLG 100L,A,3447,"Schmeisser,Rebecca L",9,7,2,0,2,0,0,0,0,0,0,0,20,3.05,3.0,4,1.234376040972246,,Fall 2005,GLG 100L
GLG 100L,B,3448,"Herring,Erin Mauryeen",10,3,2,1,1,0,0,0,0,0,0,0,17,3.176,4,4,1.2366938848016846,,Fall 2005,GLG 100L
GLG 100L,C,3449,"Styger,Sheena M",13,3,1,0,1,0,0,0,1,0,0,0,19,3.5,4.0,4,1.0431851677040116,,Fall 2005,GLG 100L
GLG 100L,E,3451,"Melendez,Christyanne",16,2,0,1,0,0,0,0,0,0,0,0,19,3.737,4,4,0.7334928056269078,,Fall 2005,GLG 100L
GLG 100L,F,3452,"Buchanan,Beverly Regina",16,0,0,0,0,0,0,0,1,0,0,0,17,4,4.0,4,0.0,,Fall 2005,GLG 100L
GLG 100L,G,3453,"Buchanan,Beverly Regina",19,0,1,0,0,0,0,0,0,0,0,0,20,3.9,4.0,4,0.4472135954999579,,Fall 2005,GLG 100L
GLG 100L,H,3454,"Buchanan,Beverly Regina",9,0,1,0,0,0,0,0,0,0,0,0,10,3.8,4.0,4,0.6324555320336759,,Fall 2005,GLG 100L
GLG 100L,I,3455,"Zimmer,Brian William",14,0,0,0,2,0,0,0,0,0,0,0,16,3.5,4.0,4,1.3662601021279464,,Fall 2005,GLG 100L
GLG 100L,J,3456,"Styger,Sheena M",14,2,0,0,3,0,0,0,0,0,0,0,19,3.263,4,4,1.4848159355870005,,Fall 2005,GLG 100L
GLG 100L,K,3457,"Melendez,Christyanne",12,3,0,0,1,0,0,0,0,0,0,0,16,3.562,4.0,4,1.0307764064044151,,Fall 2005,GLG 100L
GLG 100L,L,3458,"Schmeisser,Rebecca L",8,1,1,0,1,0,0,0,0,0,0,0,11,3.364,4,4,1.2862913567871994,,Fall 2005,GLG 100L
GLG 101,1,3462,"Hoisch,Thomas David",7,15,14,6,4,0,0,0,1,0,0,0,47,2.326,2.0,3,1.1557459895109008,,Fall 2005,GLG 101
GLG 102,1,3463,"Blakey,Ronald Clyde",5,3,3,0,1,0,0,0,0,0,0,0,12,2.917,3.0,4,1.2401124093721456,,Fall 2005,GLG 102
GLG 103,A,3464,"Hall,Patricia Jayne",18,5,1,0,0,0,0,0,1,0,0,0,25,3.708,4.0,4,0.5500329370901873,,Fall 2005,GLG 103
GLG 103,B,3465,"Hall,Patricia Jayne",13,6,2,0,0,0,0,0,0,0,0,0,21,3.524,4,4,0.6796357567879738,,Fall 2005,GLG 103
GLG 104,A,3461,"Blakey,Ronald Clyde",6,4,0,0,1,0,0,0,0,0,0,0,11,3.273,4,4,1.1908743922772957,,Fall 2005,GLG 104
GLG 112,1,3466,"Best,David Malcolm",11,21,18,7,7,0,0,0,2,0,0,0,66,2.344,2.5,3,1.2113058675503494,,Fall 2005,GLG 112
GLG 112,2,3976,"Brumbaugh,David Scott",11,25,34,4,4,0,0,0,1,0,0,0,79,2.449,2.0,2,0.9756441215327707,,Fall 2005,GLG 112
GLG 112L,A,3467,"Daigle,Thomas Andrew",9,0,2,1,1,0,0,0,0,0,0,0,13,3.154,4,4,1.4051188470584879,,Fall 2005,GLG 112L
GLG 112L,B,3468,"Daigle,Thomas Andrew",10,5,4,0,0,0,0,0,1,0,0,0,20,3.316,4,4,0.8200698871944031,,Fall 2005,GLG 112L
GLG 112L,D,3470,"Vanaman,Karen M",13,4,1,0,0,0,0,0,0,0,0,0,18,3.667,4.0,4,0.5940885257860046,,Fall 2005,GLG 112L
GLG 112L,E,3471,"Daigle,Thomas Andrew",14,5,0,0,0,0,0,0,0,0,0,0,19,3.737,4,4,0.4524139283588641,,Fall 2005,GLG 112L
GLG 112L,F,3977,"Young,Erin Marie",15,3,1,0,2,0,0,0,1,0,0,0,22,3.381,4,4,1.2440333788202982,,Fall 2005,GLG 112L
GLG 112L,I,4010,"Young,Erin Marie",13,5,1,0,0,0,0,0,0,0,0,0,19,3.632,4,4,0.5972647203701474,,Fall 2005,GLG 112L
GLG 112L,J,4011,"Young,Erin Marie",12,1,1,0,3,0,0,0,0,0,0,0,17,3.118,4,4,1.5764815627361644,,Fall 2005,GLG 112L
GLG 190,801,5638,"Morgan,Paul -",18,5,2,0,0,0,0,0,1,0,0,0,26,3.64,4,4,0.6377042156569663,,Fall 2005,GLG 190
GLG 190L,801,5639,"Morgan,Paul -",7,4,4,2,2,0,0,0,1,0,0,0,20,2.632,3,4,1.382852378872881,,Fall 2005,GLG 190L
GLG 201,1,4001,"Koehler,Peter Andrew",6,9,7,0,3,0,0,0,0,0,0,0,25,2.6,3,3,1.224744871391589,,Fall 2005,GLG 201
GLG 265,1,5631,"Brumbaugh,David Scott",9,11,9,1,1,0,0,0,1,0,0,0,32,2.839,3,3,1.003220620254202,,Fall 2005,GLG 265
GLG 303,1,4113,"Mead,James Irving",10,0,0,0,0,0,0,0,0,0,0,0,10,4,4.0,4,0.0,,Fall 2005,GLG 303
GLG 304,1,5628,"Best,David Malcolm",7,4,1,0,0,0,1,0,0,0,0,0,13,3.5,4.0,4,0.674199862463242,,Fall 2005,GLG 304
GLG 307,1,4002,"Blakey,Ronald Clyde",10,7,2,0,1,0,0,0,0,0,0,0,20,3.25,3.5,4,1.019545822516343,,Fall 2005,GLG 307
GLG 309,1,3477,"Wittke,James Henry/Hoisch,Thomas David",3,4,6,5,0,0,0,0,0,0,0,0,18,2.278,2.0,2,1.0740552924509195,,Fall 2005,GLG 309
GLG 430,1,3480,"Kaufman,Darrell S",10,6,3,2,1,0,0,0,1,0,0,0,23,3,3.0,4,1.1952286093343936,,Fall 2005,GLG 430
GLG 435,1,3482,"Sample,James Clifford",6,2,6,0,0,0,0,0,0,0,0,0,14,3,3.0,4,0.9607689228305228,,Fall 2005,GLG 435
GLG 451,1,3068,"Springer,Abraham E",8,6,1,0,0,0,0,0,0,0,0,0,15,3.467,4,4,0.6399404734221844,,Fall 2005,GLG 451
GLG 100,1,3278,"Wittke,James Henry",11,21,15,9,4,0,0,0,0,0,0,0,60,2.433,3.0,3,1.1551897146513026,,Spring 2006,GLG 100
GLG 100,2,3279,"Koehler,Peter Andrew",20,28,14,4,5,0,0,0,0,0,0,0,71,2.761,3,3,1.1397341636463725,,Spring 2006,GLG 100
GLG 100,3,3280,"Koehler,Peter Andrew",20,23,23,2,4,0,0,0,4,0,0,0,76,2.736,3.0,3,1.0745854825519578,,Spring 2006,GLG 100
GLG 100,801,6153,"Koehler,Peter Andrew",9,10,2,0,2,0,0,0,2,0,0,0,25,3.043,3,3,1.1472600113299678,,Spring 2006,GLG 100
GLG 100L,801,6154,"Koehler,Peter Andrew",13,2,3,0,3,0,0,0,3,0,0,0,24,3.048,4,4,1.4654757069358222,,Spring 2006,GLG 100L
GLG 100L,A,3281,"Hamilton,Michael E",8,4,1,0,0,0,0,0,2,0,0,0,15,3.538,4,4,0.6602252917735247,,Spring 2006,GLG 100L
GLG 100L,B,3282,"Hamilton,Michael E",17,4,0,0,0,0,0,0,0,0,0,0,21,3.81,4,4,0.40237390808147827,,Spring 2006,GLG 100L
GLG 100L,C,3283,"Duschatko,Beth Christine",8,3,1,3,4,0,0,0,0,0,0,0,19,2.421,3,4,1.6771599497591227,,Spring 2006,GLG 100L
GLG 100L,D,3284,"Duschatko,Beth Christine",6,4,1,0,4,0,0,0,2,0,0,0,17,2.533,3,4,1.6846647257229665,,Spring 2006,GLG 100L
GLG 100L,E,3285,"Duschatko,Beth Christine",9,2,1,1,0,0,0,0,0,0,0,0,13,3.462,4,4,0.9674179220468452,,Spring 2006,GLG 100L
GLG 100L,G,3287,"Buchanan,Beverly Regina",18,1,0,0,0,0,0,0,0,0,0,0,19,3.947,4,4,0.22941573387056177,,Spring 2006,GLG 100L
GLG 100L,H,3288,"Buchanan,Beverly Regina",19,0,0,0,0,0,0,0,1,0,0,0,20,4,4,4,0.0,,Spring 2006,GLG 100L
GLG 100L,I,3289,"Buchanan,Beverly Regina",16,1,0,0,0,0,0,0,1,0,0,0,18,3.941,4,4,0.24253562503633297,,Spring 2006,GLG 100L
GLG 100L,J,3290,"Watt,Jennifer H",10,2,0,1,0,0,0,0,0,0,0,0,13,3.615,4,4,0.869718492622904,,Spring 2006,GLG 100L
GLG 100L,K,3291,"Raucci,Jason J",6,6,4,1,3,0,0,0,0,0,0,0,20,2.55,3.0,4,1.394538218230416,,Spring 2006,GLG 100L
GLG 100L,L,3292,"Buchanan,Beverly Regina",17,0,0,0,1,0,0,0,1,0,0,0,19,3.778,4.0,4,0.9428090415820634,,Spring 2006,GLG 100L
GLG 101,1,3295,"Riggs,Nancy Rosalind",7,7,8,5,3,0,0,0,1,0,0,0,31,2.333,2.0,2,1.2954385047312087,,Spring 2006,GLG 101
GLG 102,1,3296,"Koehler,Peter Andrew",10,4,4,1,0,0,0,0,1,0,0,0,20,3.211,4,4,0.976328005472037,,Spring 2006,GLG 102
GLG 103,A,3299,"McCormick,Kaitlin Anne",12,3,0,0,0,0,0,0,1,0,0,0,16,3.8,4,4,0.4140393356054125,,Spring 2006,GLG 103
GLG 103,B,3300,"McCormick,Kaitlin Anne",6,2,1,1,0,0,0,0,0,0,0,0,10,3.3,4.0,4,1.0593499054713802,,Spring 2006,GLG 103
GLG 104,A,3301,"Koehler,Peter Andrew/Vanaman,Karen M",8,3,1,0,0,0,0,0,0,0,0,0,12,3.583,4.0,4,0.6685579234215215,,Spring 2006,GLG 104
GLG 112,1,3303,"Best,David Malcolm",17,32,33,12,5,0,0,0,1,0,0,0,100,2.444,2,2,1.0711639884954278,,Spring 2006,GLG 112
GLG 112,2,3561,"Brumbaugh,David Scott",14,27,50,8,2,0,0,0,2,0,0,0,103,2.426,2,2,0.8982932110782686,,Spring 2006,GLG 112
GLG 112L,A,3304,"Erickson,Allison Austin",15,3,1,0,0,0,0,0,0,0,0,0,19,3.737,4,4,0.5619514869490163,,Spring 2006,GLG 112L
GLG 112L,B,3305,"Fortezzo,Corey Matthew",12,5,2,0,1,0,0,0,0,0,0,0,20,3.35,4.0,4,1.0399898784932577,,Spring 2006,GLG 112L
GLG 112L,C,3306,"Pandamouz,Ali",18,2,0,0,1,0,0,0,0,0,0,0,21,3.714,4,4,0.9023778112773575,,Spring 2006,GLG 112L
GLG 112L,D,3307,"Pandamouz,Ali",14,2,2,0,2,0,0,0,0,0,0,0,20,3.3,4.0,4,1.3018205875255096,,Spring 2006,GLG 112L
GLG 112L,E,3308,"Fortezzo,Corey Matthew",15,3,1,0,0,0,0,0,0,0,0,0,19,3.737,4,4,0.5619514869490163,,Spring 2006,GLG 112L
GLG 112L,F,3562,"Melendez,Christyanne",11,6,1,0,0,0,0,0,0,0,0,0,18,3.556,4.0,4,0.6156987634551992,,Spring 2006,GLG 112L
GLG 112L,G,3563,"Melendez,Christyanne",18,3,0,0,0,0,0,0,0,0,0,0,21,3.857,4,4,0.3585685828003181,,Spring 2006,GLG 112L
GLG 112L,H,3564,"Melendez,Christyanne",17,1,3,0,0,0,0,0,0,0,0,0,21,3.667,4,4,0.7302967433402214,,Spring 2006,GLG 112L
GLG 112L,I,3815,"McCormick,Kaitlin Anne",9,1,3,0,1,0,0,0,1,0,0,0,15,3.214,4.0,4,1.2513728724621074,,Spring 2006,GLG 112L
GLG 112L,J,3816,"Melendez,Christyanne",14,4,0,1,1,0,0,0,0,0,0,0,20,3.45,4.0,4,1.0990426455975697,,Spring 2006,GLG 112L
GLG 190,1,3297,"Morgan,Paul -",9,6,7,1,2,0,0,0,1,0,0,0,26,2.76,3,4,1.2342339054382412,,Spring 2006,GLG 190
GLG 190,801,6155,"Morgan,Paul -",17,5,1,0,1,0,0,0,0,0,0,0,24,3.542,4.0,4,0.9315329426211431,,Spring 2006,GLG 190
GLG 190L,801,6156,"Morgan,Paul -",13,4,0,0,2,0,0,0,1,0,0,2,22,3.368,4,4,1.2565617248750864,,Spring 2006,GLG 190L
GLG 190L,A,3298,"Morgan,Paul -/Fortezzo,Corey Matthew",7,4,1,1,2,0,0,0,0,0,0,0,15,2.867,3,4,1.4573295865416045,,Spring 2006,GLG 190L
GLG 201,1,3309,"Elliott,David Kenneth",8,13,3,0,1,1,0,0,0,0,0,0,26,3.08,3,3,0.9092121131323904,,Spring 2006,GLG 201
GLG 225,1,6106,"Elliott,David Kenneth",4,9,1,1,1,0,0,0,0,0,0,0,16,2.875,3.0,3,1.0878112581387147,,Spring 2006,GLG 225
GLG 240,1,3310,"Riggs,Nancy Rosalind",6,6,1,0,1,0,0,0,3,0,0,0,17,3.143,3.0,4,1.0994504121565505,,Spring 2006,GLG 240
GLG 315,1,3313,"Hoisch,Thomas David/Ort,Michael Harold",5,2,4,3,0,0,0,0,0,0,0,0,14,2.643,2.5,4,1.2157392722216298,,Spring 2006,GLG 315
GLG 324,1,3315,"Middleton,Larry Thomas",2,7,3,0,0,0,0,0,0,0,0,0,12,2.917,3.0,3,0.6685579234215214,,Spring 2006,GLG 324
GLG 350W,1,3809,"Best,David Malcolm",7,7,1,0,0,0,0,0,0,0,0,0,15,3.4,3,4,0.6324555320336759,,Spring 2006,GLG 350W
GLG 440C,1,6412,"Umhoefer,Paul John/Riggs,Nancy Rosalind",6,8,0,0,0,0,0,0,0,0,0,0,14,3.429,3.0,3,0.5135525910130955,,Spring 2006,GLG 440C
GLG 470,1,3825,"Morgan,Paul -/Reid,Mary",6,5,1,0,0,0,0,0,0,0,0,0,12,3.417,3.5,4,0.6685579234215215,,Spring 2006,GLG 470
GLG 100,1,3524,"Wittke,James Henry",6,14,15,2,2,0,0,0,2,0,0,0,41,2.513,3,2,0.9966204702259603,,Fall 2006,GLG 100
GLG 100,2,3526,"Mead,James Irving",12,28,18,4,3,0,0,0,0,0,0,0,65,2.646,3,3,1.006708268795652,,Fall 2006,GLG 100
GLG 100,3,3525,"Koehler,Peter Andrew",8,23,3,1,4,0,0,0,0,0,0,0,39,2.769,3,3,1.1346582713365951,,Fall 2006,GLG 100
GLG 100,801,6063,"Koehler,Peter Andrew",4,10,2,0,4,0,0,0,1,0,0,0,21,2.5,3.0,3,1.3954814298487213,,Fall 2006,GLG 100
GLG 100L,801,6064,"Koehler,Peter Andrew",9,4,1,0,6,0,0,0,1,0,0,0,21,2.5,3.0,4,1.7621756887140216,,Fall 2006,GLG 100L
GLG 100L,A,3527,"Long,Ashley McCleaf",7,5,2,0,1,0,0,0,1,0,0,0,16,3.133,3,4,1.1254628677422756,,Fall 2006,GLG 100L
GLG 100L,B,3528,"Wetherell,Kathryn A",12,4,1,0,0,0,0,0,3,0,0,0,20,3.647,4,4,0.6063390625908325,,Fall 2006,GLG 100L
GLG 100L,C,3529,"Zimmer,Brian William",10,1,0,0,2,0,0,0,0,0,0,0,13,3.308,4,4,1.4935759876113537,,Fall 2006,GLG 100L
GLG 100L,G,3533,"Maloney,Sara Jane",14,1,0,0,0,0,0,0,0,0,0,0,15,3.933,4,4,0.2581988897471611,,Fall 2006,GLG 100L
GLG 100L,H,3534,"Maloney,Sara Jane",9,1,1,0,0,0,0,0,1,0,0,0,12,3.727,4,4,0.6466697906828632,,Fall 2006,GLG 100L
GLG 100L,K,3537,"Maloney,Sara Jane",9,1,3,1,0,0,0,0,0,0,0,0,14,3.286,4.0,4,1.0690449676496976,,Fall 2006,GLG 100L
GLG 100L,L,3538,"Zimmer,Brian William",11,0,0,1,2,0,0,0,1,0,0,0,15,3.214,4.0,4,1.5776599725577718,,Fall 2006,GLG 100L
GLG 101,1,3542,"Hoisch,Thomas David",14,13,13,5,4,0,0,0,0,0,0,0,49,2.571,3,4,1.241638702145945,,Fall 2006,GLG 101
GLG 102,1,3543,"Blakey,Ronald Clyde",4,7,2,1,1,0,0,0,0,0,0,0,15,2.8,3,3,1.1464230084422218,,Fall 2006,GLG 102
GLG 103,A,3544,"Gripshover,Michael L",21,4,0,0,0,0,0,0,0,0,0,0,25,3.84,4,4,0.37416573867739417,,Fall 2006,GLG 103
GLG 103,B,3545,"Gripshover,Michael L",19,2,0,0,1,0,0,0,0,0,0,0,22,3.727,4.0,4,0.8827348295047495,,Fall 2006,GLG 103
GLG 104,A,3541,"McCormick,Kaitlin Anne",11,4,0,0,0,0,0,0,0,0,0,0,15,3.733,4,4,0.45773770821706344,,Fall 2006,GLG 104
GLG 112,1,3546,"Best,David Malcolm",9,16,19,6,2,0,0,0,1,0,0,0,53,2.462,2.0,2,1.0377490433255416,,Fall 2006,GLG 112
GLG 112,2,3908,"Best,David Malcolm",7,17,29,2,1,0,0,0,0,0,0,0,56,2.482,2.0,2,0.8310140886798585,,Fall 2006,GLG 112
GLG 112,3,6017,"Riggs,Nancy Rosalind",11,25,21,9,4,0,0,0,2,0,0,0,72,2.429,3.0,3,1.084427700150177,,Fall 2006,GLG 112
GLG 112,4,6032,"Brumbaugh,David Scott",4,18,10,3,0,0,0,0,0,0,0,0,35,2.657,3,3,0.8023075962444807,,Fall 2006,GLG 112
GLG 112L,A,3547,"Jenkins,Sara E",10,5,4,0,1,0,0,0,0,0,0,0,20,3.15,3.5,4,1.0894228312566052,,Fall 2006,GLG 112L
GLG 112L,B,3548,"San Filippo,Rory Michael",5,8,5,1,1,0,0,0,1,0,0,0,21,2.75,3.0,3,1.0699237552766379,,Fall 2006,GLG 112L
GLG 112L,C,3549,"Cruz-Uribe,Alicia M",6,2,2,0,1,0,0,0,0,0,0,0,11,3.091,4,4,1.300349603340998,,Fall 2006,GLG 112L
GLG 112L,D,3550,"Long,Joshua Handfield",8,8,2,0,1,0,0,0,0,0,0,0,19,3.158,3,4,1.0145145470035761,,Fall 2006,GLG 112L
GLG 112L,E,3551,"Jenkins,Sara E",5,4,1,2,3,0,0,0,1,0,0,0,16,2.4,3,4,1.5946338585572373,,Fall 2006,GLG 112L
GLG 112L,F,3909,"Cruz-Uribe,Alicia M",10,3,0,0,0,0,0,0,0,0,0,0,13,3.769,4,4,0.4385290096535146,,Fall 2006,GLG 112L
GLG 112L,G,3910,"Long,Joshua Handfield",7,5,1,1,0,0,0,0,1,0,0,0,15,3.286,3.5,4,0.9138735334633754,,Fall 2006,GLG 112L
GLG 112L,H,3911,"San Filippo,Rory Michael",11,6,1,0,0,0,0,0,0,0,0,0,18,3.556,4.0,4,0.6156987634551992,,Fall 2006,GLG 112L
GLG 112L,I,3920,"Kassel,Christopher Michael",5,5,2,0,1,0,0,0,0,0,0,0,13,3,3,4,1.1547005383792515,,Fall 2006,GLG 112L
GLG 112L,J,3921,"Cruz-Uribe,Alicia M",12,3,0,0,0,0,0,0,0,0,0,0,15,3.8,4,4,0.4140393356054125,,Fall 2006,GLG 112L
GLG 112L,M,6035,"Best,David Malcolm",6,3,0,2,0,0,0,0,0,0,0,0,11,3.182,4,4,1.1677484162422844,,Fall 2006,GLG 112L
GLG 112L,N,6036,"Best,David Malcolm",10,9,2,1,1,0,0,0,0,0,0,0,23,3.13,3,4,1.0576280419404613,,Fall 2006,GLG 112L
GLG 190,801,6065,"Wittke,James Henry",8,8,6,0,3,0,0,0,2,0,0,0,27,2.72,3,4,1.2754084313139327,,Fall 2006,GLG 190
GLG 190L,801,6066,"Wittke,James Henry",6,4,3,3,7,0,0,0,2,0,0,0,25,1.957,2,0,1.6370222653443665,,Fall 2006,GLG 190L
GLG 201,1,3917,"Elliott,David Kenneth",10,7,3,1,3,0,0,0,1,0,0,0,25,2.833,3.0,4,1.3726099121798927,,Fall 2006,GLG 201
GLG 225,1,6020,"Elliott,David Kenneth",6,5,4,1,2,0,0,0,0,0,0,0,18,2.667,3.0,4,1.3284223283101428,,Fall 2006,GLG 225
GLG 240,1,3552,"Duebendorfer,Ernest M",6,6,6,1,0,0,0,0,2,0,0,0,21,2.895,3,4,0.936585811581694,,Fall 2006,GLG 240
GLG 265,1,4061,"Brumbaugh,David Scott",3,5,5,0,0,0,0,0,1,0,0,0,14,2.846,3,3,0.8006407690254357,,Fall 2006,GLG 265
GLG 307,1,3918,"Blakey,Ronald Clyde",6,5,2,1,0,0,0,0,1,0,0,0,15,3.143,3.0,4,0.9492622930986467,,Fall 2006,GLG 307
GLG 309,1,3555,"Hoisch,Thomas David",2,7,4,1,2,0,0,0,1,0,0,0,17,2.375,3.0,3,1.2041594578792296,,Fall 2006,GLG 309
GLG 430,1,3558,"Kaufman,Darrell S",5,2,5,1,0,0,0,0,0,0,0,0,13,2.846,3,4,1.0681880176381127,,Fall 2006,GLG 430
GLG 435,1,3560,"Duebendorfer,Ernest M",4,2,6,2,0,0,0,0,1,0,0,0,15,2.571,2.0,2,1.0894095588038444,,Fall 2006,GLG 435
GLG 100,1,6214,"Koehler,Peter Andrew",17,27,33,3,2,0,0,0,1,0,0,0,83,2.659,3.0,2,0.9325328868542597,,Spring 2007,GLG 100
GLG 100,2,3405,"Koehler,Peter Andrew",24,21,25,1,2,0,0,0,1,0,0,0,74,2.877,3,2,0.9852411644907055,,Spring 2007,GLG 100
GLG 100,801,6284,"Koehler,Peter Andrew",8,13,1,0,3,0,0,0,1,0,0,0,26,2.92,3,3,1.2220201853215573,,Spring 2007,GLG 100
GLG 100L,801,6285,"Koehler,Peter Andrew",18,3,1,0,2,0,0,0,1,0,0,0,25,3.458,4.0,4,1.1787674722451362,,Spring 2007,GLG 100L
GLG 100L,A,3406,"Long,Ashley McCleaf",6,5,1,1,3,0,0,0,2,0,0,0,18,2.625,3.0,4,1.5438048235879214,,Spring 2007,GLG 100L
GLG 100L,B,3407,"Long,Ashley McCleaf",6,3,5,0,1,0,0,0,0,0,0,0,15,2.867,3,4,1.1872336794093272,,Spring 2007,GLG 100L
GLG 100L,C,3408,"Long,Ashley McCleaf",6,6,1,0,1,0,0,0,0,0,0,0,14,3.143,3.0,4,1.0994504121565505,,Spring 2007,GLG 100L
GLG 100L,E,3410,"Long,Ashley McCleaf",8,4,2,0,1,0,0,0,0,0,0,0,15,3.2,4,4,1.1464230084422218,,Spring 2007,GLG 100L
GLG 100L,G,3412,"Buchanan,Beverly Regina",16,1,1,0,0,0,0,0,2,0,0,0,20,3.833,4.0,4,0.5144957554275266,,Spring 2007,GLG 100L
GLG 100L,H,3413,"Buchanan,Beverly Regina",15,2,0,1,2,0,0,0,0,0,0,0,20,3.35,4.0,4,1.348488432516786,,Spring 2007,GLG 100L
GLG 100L,I,3414,"Buchanan,Beverly Regina",12,2,1,0,0,0,0,0,0,0,0,0,15,3.733,4,4,0.5936168397046637,,Spring 2007,GLG 100L
GLG 100L,J,3415,"Buchanan,Beverly Regina",13,0,1,0,0,0,0,0,0,0,0,0,14,3.857,4.0,4,0.5345224838248488,,Spring 2007,GLG 100L
GLG 100L,L,3417,"Maloney,Sara Jane",12,0,1,0,0,0,0,0,0,0,0,0,13,3.846,4,4,0.5547001962252291,,Spring 2007,GLG 100L
GLG 101,1,3420,"Hoisch,Thomas David",6,10,5,9,1,0,0,0,2,0,0,0,33,2.355,3,3,1.1985654507722747,,Spring 2007,GLG 101
GLG 102,1,3421,"Mead,James Irving",8,8,3,2,1,1,0,0,0,0,0,0,23,2.909,3.0,4,1.1509454047327026,,Spring 2007,GLG 102
GLG 103,A,3424,"Styger,Sheena M",9,4,4,1,1,0,0,0,0,0,0,0,19,3,3,4,1.2018504251546631,,Spring 2007,GLG 103
GLG 103,B,3425,"Styger,Sheena M",6,2,2,0,0,0,0,0,0,0,0,0,10,3.4,4.0,4,0.8432740427115678,,Spring 2007,GLG 103
GLG 104,A,3426,"Mead,James Irving/Zimmer,Brian William",18,1,0,0,0,0,0,0,0,0,0,0,19,3.947,4,4,0.22941573387056177,,Spring 2007,GLG 104
GLG 112,1,3428,"Riggs,Nancy Rosalind",23,35,21,12,7,0,0,0,2,0,0,0,100,2.561,3.0,3,1.184664261722415,,Spring 2007,GLG 112
GLG 112,2,3667,"Brumbaugh,David Scott",21,42,11,0,0,0,0,0,1,0,0,1,76,3.135,3.0,3,0.6479540894510064,,Spring 2007,GLG 112
GLG 112,3,6132,"Koehler,Peter Andrew",44,46,9,1,0,0,0,0,2,0,0,0,102,3.33,3.0,3,0.6824643402827548,,Spring 2007,GLG 112
GLG 112L,A,3429,"Beach,Megan E",16,3,2,0,0,0,0,0,0,0,0,0,21,3.667,4,4,0.6582805886043833,,Spring 2007,GLG 112L
GLG 112L,B,3430,"Kassel,Christopher Michael",6,7,5,1,3,0,0,0,0,0,0,0,22,2.545,3.0,3,1.3354960814430656,,Spring 2007,GLG 112L
GLG 112L,C,3431,"Gripshover,Michael L",22,0,0,0,0,0,0,0,0,0,0,0,22,4,4.0,4,0.0,,Spring 2007,GLG 112L
GLG 112L,D,3432,"Gripshover,Michael L",17,4,0,0,0,0,0,0,0,0,0,0,21,3.81,4,4,0.40237390808147827,,Spring 2007,GLG 112L
GLG 112L,E,3433,"Gripshover,Michael L",17,3,0,0,0,0,0,0,1,0,0,0,21,3.85,4.0,4,0.36634754853252327,,Spring 2007,GLG 112L
GLG 112L,F,3668,"Beach,Megan E",19,2,1,0,0,0,0,0,0,0,0,0,22,3.818,4.0,4,0.5010810823432182,,Spring 2007,GLG 112L
GLG 112L,G,3669,"Herring,Erin Mauryeen",18,2,1,0,1,0,0,0,0,0,0,0,22,3.636,4.0,4,0.9534625892455924,,Spring 2007,GLG 112L
GLG 112L,H,3670,"Csar,Alexander Jordan",13,7,1,1,0,0,0,0,0,0,0,0,22,3.455,4.0,4,0.8004327833694973,,Spring 2007,GLG 112L
GLG 112L,I,3835,"Beach,Megan E",13,6,0,0,1,0,0,0,2,0,0,0,22,3.5,4.0,4,0.9459053029269173,,Spring 2007,GLG 112L
GLG 112L,J,3836,"Riggs,Nancy Rosalind/Beach,Megan E",16,3,2,0,0,0,0,0,0,0,0,0,21,3.667,4,4,0.6582805886043833,,Spring 2007,GLG 112L
GLG 112L,K,6229,"Cruz-Uribe,Alicia M",16,4,1,0,1,0,0,0,0,0,0,0,22,3.545,4.0,4,0.9625003513801574,,Spring 2007,GLG 112L
GLG 112L,L,6230,"Cruz-Uribe,Alicia M",17,3,0,0,1,0,0,0,1,0,0,0,22,3.667,4,4,0.9128709291752768,,Spring 2007,GLG 112L
GLG 112L,M,7334,"Watt,Jennifer H",7,3,2,0,0,0,0,0,1,0,0,0,13,3.417,4.0,4,0.7929614610987591,,Spring 2007,GLG 112L
GLG 199,1,5570,"Best,David Malcolm",9,15,8,3,10,0,0,0,4,0,0,0,49,2.222,3,3,1.4442501811869666,,Spring 2007,GLG 199
GLG 199,2,5571,"Elliott,David Kenneth",2,5,4,0,0,0,0,0,0,0,0,0,11,2.818,3,3,0.7507571935295483,,Spring 2007,GLG 199
GLG 201,1,3434,"Elliott,David Kenneth",5,8,11,0,5,0,0,0,1,0,0,0,30,2.276,2,2,1.2788541669383442,,Spring 2007,GLG 201
GLG 240,1,3435,"Riggs,Nancy Rosalind",3,4,6,1,3,0,0,0,1,0,0,0,18,2.176,2,2,1.3339459376998315,,Spring 2007,GLG 240
GLG 315,1,3438,"Reid,Mary",6,7,4,1,0,0,0,0,0,0,0,0,18,3,3.0,3,0.9074852129730301,,Spring 2007,GLG 315
GLG 324,1,3440,"Blakey,Ronald Clyde",4,11,3,0,0,0,0,0,0,0,0,0,18,3.056,3.0,3,0.639137490706142,,Spring 2007,GLG 324
